Survived,Age,Fare,FamilySize,IsAlone,male,Pclass_2,Pclass_3,Embarked_Q,Embarked_S
1,53.0,51.4792,3,0,False,False,False,False,True
1,36.0,26.3875,1,1,True,False,False,False,True
1,28.0,7.75,1,1,False,False,True,True,False
0,16.0,8.05,1,1,True,False,True,False,True
0,19.0,14.5,1,1,True,False,True,False,True
1,34.0,13.0,1,1,False,True,False,False,True
1,39.0,55.9,2,0,False,False,False,False,True
0,28.0,14.4583,2,0,False,False,True,False,False
1,32.0,7.925,1,1,True,False,True,False,True
1,25.0,30.0,3,0,False,True,False,False,True
1,39.0,110.8833,3,0,False,False,False,False,False
0,54.0,26.0,1,1,True,True,False,False,True
0,36.0,40.125,1,1,True,False,False,False,False
0,28.0,8.7125,1,1,True,False,True,False,False
1,18.0,79.65,3,0,False,False,False,False,True
0,47.0,15.0,1,1,True,True,False,False,True
1,60.0,79.2,3,0,True,False,False,False,False
0,22.0,8.05,1,1,True,False,True,False,True
0,28.0,8.05,1,1,True,False,True,False,True
0,35.0,7.125,1,1,True,False,True,False,True
1,52.0,78.2667,2,0,False,False,False,False,False
0,47.0,7.25,1,1,True,False,True,False,True
0,28.0,7.75,3,0,False,False,True,True,False
0,37.0,26.0,2,0,True,True,False,False,True
0,36.0,24.15,3,0,True,False,True,False,True
1,28.0,33.0,1,1,False,True,False,False,True
0,49.0,0.0,1,1,True,False,True,False,True
0,28.0,7.225,1,1,True,False,True,False,False
1,49.0,56.9292,2,0,True,False,False,False,False
1,24.0,27.0,4,0,False,True,False,False,True
0,28.0,7.8958,1,1,True,False,True,False,True
0,28.0,42.4,1,1,True,False,False,False,True
0,44.0,8.05,1,1,True,False,True,False,True
1,35.0,26.55,1,1,True,False,False,False,False
0,36.0,15.55,2,0,True,False,True,False,True
0,30.0,7.8958,1,1,True,False,True,False,True
1,27.0,30.5,1,1,True,False,False,False,True
1,22.0,41.5792,4,0,False,True,False,False,False
1,40.0,153.4625,1,1,False,False,False,False,True
0,39.0,31.275,7,0,False,False,True,False,True
0,28.0,7.05,1,1,True,False,True,False,True
1,28.0,15.5,2,0,False,False,True,True,False
0,28.0,7.75,1,1,True,False,True,True,False
0,35.0,8.05,1,1,True,False,True,False,True
1,24.0,65.0,4,0,False,True,False,False,True
0,34.0,14.4,3,0,True,False,True,False,True
0,26.0,16.1,2,0,False,False,True,False,True
1,4.0,39.0,4,0,False,True,False,False,True
0,26.0,10.5,1,1,True,True,False,False,True
0,27.0,14.4542,2,0,True,False,True,False,False
1,42.0,52.5542,2,0,True,False,False,False,True
1,20.0,15.7417,3,0,True,False,True,False,False
0,21.0,7.8542,1,1,True,False,True,False,True
0,21.0,16.1,1,1,True,False,True,False,True
0,61.0,32.3208,1,1,True,False,False,False,True
0,57.0,12.35,1,1,True,True,False,True,False
1,21.0,77.9583,1,1,False,False,False,False,True
0,26.0,7.8958,1,1,True,False,True,False,True
0,28.0,7.7333,1,1,True,False,True,True,False
1,80.0,30.0,1,1,True,False,False,False,True
0,51.0,7.0542,1,1,True,False,True,False,True
1,32.0,30.5,1,1,True,False,False,False,False
0,28.0,0.0,1,1,True,False,False,False,True
0,9.0,27.9,6,0,False,False,True,False,True
1,28.0,13.0,1,1,False,True,False,False,True
0,32.0,7.925,1,1,True,False,True,False,True
0,31.0,26.25,3,0,True,True,False,False,True
0,41.0,39.6875,6,0,False,False,True,False,True
0,28.0,16.1,2,0,True,False,True,False,True
0,20.0,7.8542,1,1,True,False,True,False,True
1,24.0,69.3,1,1,False,False,False,False,False
0,2.0,27.9,6,0,False,False,True,False,True
1,28.0,56.4958,1,1,True,False,True,False,True
1,0.75,19.2583,4,0,False,False,True,False,False
1,48.0,76.7292,2,0,True,False,False,False,False
0,19.0,7.8958,1,1,True,False,True,False,True
1,56.0,35.5,1,1,True,False,False,False,False
0,28.0,7.55,1,1,True,False,True,False,True
1,23.0,7.55,1,1,False,False,True,False,True
0,28.0,7.8958,1,1,True,False,True,False,True
1,18.0,23.0,2,0,False,True,False,False,True
0,21.0,8.4333,1,1,True,False,True,False,True
1,28.0,7.8292,1,1,False,False,True,True,False
0,18.0,6.75,1,1,False,False,True,True,False
0,24.0,73.5,3,0,True,True,False,False,True
0,28.0,7.8958,1,1,True,False,True,False,True
0,32.0,15.5,3,0,False,False,True,True,False
0,23.0,13.0,1,1,True,True,False,False,True
0,58.0,113.275,3,0,True,False,False,False,False
1,50.0,133.65,3,0,True,False,False,False,True
0,40.0,7.225,1,1,True,False,True,False,False
0,47.0,25.5875,1,1,True,False,False,False,True
0,36.0,7.4958,1,1,True,False,True,False,True
1,20.0,7.925,2,0,True,False,True,False,True
0,32.0,73.5,3,0,True,True,False,False,True
0,25.0,13.0,1,1,True,True,False,False,True
0,28.0,7.775,1,1,True,False,True,False,True
0,43.0,8.05,1,1,True,False,True,False,True
1,28.0,52.0,2,0,False,False,False,False,True
1,40.0,39.0,3,0,False,True,False,False,True
0,31.0,52.0,2,0,True,False,False,False,True
0,70.0,10.5,1,1,True,True,False,False,True
1,31.0,13.0,1,1,True,True,False,False,True
0,28.0,0.0,1,1,True,True,False,False,True
0,18.0,7.775,1,1,True,False,True,False,True
0,24.5,8.05,1,1,True,False,True,False,True
1,18.0,9.8417,1,1,False,False,True,False,True
0,43.0,46.9,8,0,False,False,True,False,True
1,36.0,512.3292,2,0,True,False,False,False,False
0,28.0,8.1375,1,1,False,False,True,True,False
1,27.0,76.7292,1,1,True,False,False,False,False
0,20.0,9.225,1,1,True,False,True,False,True
0,14.0,46.9,8,0,True,False,True,False,True
0,60.0,39.0,3,0,True,True,False,False,True
0,25.0,41.5792,4,0,True,True,False,False,False
0,14.0,39.6875,6,0,True,False,True,False,True
0,19.0,10.1708,1,1,True,False,True,False,True
0,18.0,7.7958,1,1,True,False,True,False,True
1,15.0,211.3375,2,0,False,False,False,False,True
1,31.0,57.0,2,0,True,False,False,False,True
1,4.0,13.4167,2,0,False,False,True,False,False
1,28.0,56.4958,1,1,True,False,True,False,True
0,25.0,7.225,1,1,True,False,True,False,False
0,60.0,26.55,1,1,True,False,False,False,True
0,52.0,13.5,1,1,True,True,False,False,True
0,44.0,8.05,1,1,True,False,True,False,True
1,28.0,7.7333,1,1,False,False,True,True,False
0,49.0,110.8833,3,0,True,False,False,False,False
0,42.0,7.65,1,1,True,False,True,False,True
1,18.0,227.525,2,0,False,False,False,False,False
1,35.0,26.2875,1,1,True,False,False,False,True
0,18.0,14.4542,2,0,False,False,True,False,False
0,25.0,7.7417,1,1,True,False,True,True,False
0,26.0,7.8542,2,0,True,False,True,False,True
0,39.0,26.0,1,1,True,True,False,False,True
1,45.0,13.5,1,1,False,True,False,False,True
1,42.0,26.2875,1,1,True,False,False,False,True
1,22.0,151.55,1,1,False,False,False,False,True
1,28.0,15.2458,3,0,True,False,True,False,False
1,24.0,49.5042,1,1,False,False,False,False,False
0,28.0,26.55,1,1,True,False,False,False,True
1,48.0,52.0,2,0,True,False,False,False,True
0,29.0,9.4833,1,1,True,False,True,False,True
0,52.0,13.0,1,1,True,True,False,False,True
0,19.0,7.65,1,1,True,False,True,False,True
1,38.0,227.525,1,1,False,False,False,False,False
1,27.0,10.5,1,1,False,True,False,False,True
0,28.0,15.5,1,1,True,False,True,True,False
0,33.0,7.775,1,1,True,False,True,False,True
1,6.0,33.0,2,0,False,True,False,False,True
0,17.0,7.0542,2,0,True,False,True,False,True
0,34.0,13.0,1,1,True,True,False,False,True
0,50.0,13.0,1,1,True,True,False,False,True
1,27.0,53.1,2,0,True,False,False,False,True
0,20.0,8.6625,1,1,True,False,True,False,True
1,30.0,21.0,4,0,False,True,False,False,True
1,28.0,7.7375,1,1,False,False,True,True,False
0,25.0,26.0,2,0,True,True,False,False,True
0,25.0,7.925,2,0,False,False,True,False,True
1,29.0,211.3375,1,1,False,False,False,False,True
0,11.0,18.7875,1,1,True,False,True,False,False
0,28.0,0.0,1,1,True,True,False,False,True
0,23.0,13.0,1,1,True,True,False,False,True
0,23.0,13.0,1,1,True,True,False,False,True
0,28.5,16.1,1,1,True,False,True,False,True
0,48.0,34.375,5,0,False,False,True,False,True
1,35.0,512.3292,1,1,True,False,False,False,False
0,28.0,7.8958,1,1,True,False,True,False,True
0,28.0,7.8958,1,1,True,False,True,False,True
1,28.0,30.0,1,1,True,False,False,False,True
0,36.0,78.85,2,0,True,False,False,False,True
1,21.0,262.375,5,0,False,False,False,False,False
0,24.0,16.1,2,0,True,False,True,False,True
1,31.0,7.925,1,1,True,False,True,False,True
0,70.0,71.0,3,0,True,False,False,False,True
0,16.0,20.25,3,0,True,False,True,False,True
1,30.0,13.0,1,1,False,True,False,False,True
0,19.0,53.1,2,0,True,False,False,False,True
0,31.0,7.75,1,1,True,False,True,True,False
1,4.0,23.0,3,0,False,True,False,False,True
1,6.0,12.475,2,0,True,False,True,False,True
0,33.0,9.5,1,1,True,False,True,False,True
0,23.0,7.8958,1,1,True,False,True,False,True
1,48.0,65.0,4,0,False,True,False,False,True
1,0.67,14.5,3,0,True,True,False,False,True
0,28.0,7.7958,1,1,True,False,True,False,True
0,18.0,11.5,1,1,True,True,False,False,True
0,34.0,8.05,1,1,True,False,True,False,True
1,33.0,86.5,1,1,False,False,False,False,True
0,28.0,14.5,1,1,True,False,True,False,True
0,41.0,7.125,1,1,True,False,True,False,True
1,20.0,7.2292,1,1,True,False,True,False,False
1,36.0,120.0,4,0,False,False,False,False,True
0,16.0,7.775,1,1,True,False,True,False,True
1,51.0,77.9583,2,0,False,False,False,False,True
0,28.0,39.6,1,1,True,False,False,False,False
0,30.5,7.75,1,1,False,False,True,True,False
0,28.0,24.15,2,0,True,False,True,True,False
0,32.0,8.3625,1,1,True,False,True,False,True
0,24.0,9.5,1,1,True,False,True,False,True
0,48.0,7.8542,1,1,True,False,True,False,True
0,57.0,10.5,1,1,False,True,False,False,True
0,28.0,7.225,1,1,True,False,True,False,False
1,54.0,23.0,5,0,False,True,False,False,True
0,18.0,7.75,1,1,True,False,True,False,True
0,28.0,7.75,1,1,True,False,True,True,False
1,5.0,12.475,1,1,False,False,True,False,True
0,28.0,7.7375,1,1,True,False,True,True,False
1,43.0,211.3375,2,0,False,False,False,False,True
1,13.0,7.2292,1,1,False,False,True,False,False
1,17.0,57.0,2,0,False,False,False,False,True
0,29.0,30.0,1,1,True,False,False,False,True
0,28.0,23.45,4,0,True,False,True,False,True
0,25.0,7.05,1,1,True,False,True,False,True
0,25.0,7.25,1,1,True,False,True,False,True
1,18.0,7.4958,1,1,False,False,True,False,True
0,8.0,29.125,6,0,True,False,True,True,False
1,1.0,20.575,4,0,True,False,True,False,True
0,46.0,79.2,1,1,True,False,False,False,False
0,28.0,7.75,1,1,True,False,True,True,False
0,16.0,26.0,1,1,True,True,False,False,True
0,28.0,69.55,11,0,False,False,True,False,True
0,28.0,30.6958,1,1,True,False,False,False,False
0,25.0,7.8958,1,1,True,False,True,False,True
0,39.0,13.0,1,1,True,True,False,False,True
1,49.0,25.9292,1,1,False,False,False,False,True
1,31.0,8.6833,1,1,False,False,True,False,True
0,30.0,7.2292,1,1,True,False,True,False,False
0,30.0,24.15,3,0,False,False,True,False,True
0,34.0,13.0,1,1,True,True,False,False,True
1,31.0,26.25,3,0,False,True,False,False,True
1,11.0,120.0,4,0,True,False,False,False,True
1,0.42,8.5167,2,0,True,False,True,False,False
1,27.0,6.975,1,1,True,False,True,False,True
0,31.0,7.775,1,1,True,False,True,False,True
0,39.0,0.0,1,1,True,False,False,False,True
0,18.0,7.775,1,1,False,False,True,False,True
0,39.0,13.0,1,1,True,True,False,False,True
1,33.0,53.1,2,0,False,False,False,False,True
0,26.0,7.8875,1,1,True,False,True,False,True
0,39.0,24.15,1,1,True,False,True,False,True
0,35.0,10.5,1,1,True,True,False,False,True
0,6.0,31.275,7,0,False,False,True,False,True
0,30.5,8.05,1,1,True,False,True,False,True
0,28.0,0.0,1,1,True,False,False,False,True
0,23.0,7.925,1,1,False,False,True,False,True
0,31.0,37.0042,3,0,True,True,False,False,False
0,43.0,6.45,1,1,True,False,True,False,True
0,10.0,27.9,6,0,True,False,True,False,True
1,52.0,93.5,3,0,False,False,False,False,True
1,27.0,8.6625,1,1,True,False,True,False,True
0,38.0,0.0,1,1,True,False,False,False,True
1,27.0,12.475,2,0,False,False,True,False,True
0,2.0,39.6875,6,0,True,False,True,False,True
0,28.0,6.95,1,1,True,False,True,True,False
0,28.0,56.4958,1,1,True,False,True,False,True
1,1.0,37.0042,3,0,True,True,False,False,False
1,28.0,7.75,1,1,True,False,True,True,False
1,62.0,80.0,1,1,False,False,False,False,True
1,15.0,14.4542,2,0,False,False,True,False,False
1,0.83,18.75,3,0,True,True,False,False,True
0,28.0,7.2292,1,1,True,False,True,False,False
0,23.0,7.8542,1,1,True,False,True,False,True
0,18.0,8.3,1,1,True,False,True,False,True
1,39.0,83.1583,3,0,False,False,False,False,False
0,21.0,8.6625,1,1,True,False,True,False,True
0,28.0,8.05,1,1,True,False,True,False,True
1,32.0,56.4958,1,1,True,False,True,False,True
1,28.0,29.7,1,1,True,False,False,False,False
0,20.0,7.925,1,1,True,False,True,False,True
0,16.0,10.5,1,1,True,True,False,False,True
1,30.0,31.0,1,1,False,False,False,False,False
0,34.5,6.4375,1,1,True,False,True,False,False
0,17.0,8.6625,1,1,True,False,True,False,True
0,42.0,7.55,1,1,True,False,True,False,True
0,28.0,69.55,11,0,True,False,True,False,True
0,35.0,7.8958,1,1,True,False,True,False,False
0,28.0,33.0,2,0,True,True,False,False,True
1,28.0,89.1042,2,0,False,False,False,False,False
0,4.0,31.275,7,0,True,False,True,False,True
0,74.0,7.775,1,1,True,False,True,False,True
0,9.0,15.2458,3,0,False,False,True,False,False
1,16.0,39.4,2,0,False,False,False,False,True
0,44.0,26.0,2,0,False,True,False,False,True
1,18.0,9.35,2,0,False,False,True,False,True
1,45.0,164.8667,3,0,False,False,False,False,True
1,51.0,26.55,1,1,True,False,False,False,True
1,24.0,19.2583,4,0,False,False,True,False,False
0,28.0,7.2292,1,1,True,False,True,False,False
0,41.0,14.1083,3,0,True,False,True,False,True
0,21.0,11.5,2,0,True,True,False,False,True
1,48.0,25.9292,1,1,False,False,False,False,True
0,28.0,69.55,11,0,False,False,True,False,True
0,24.0,13.0,1,1,True,True,False,False,True
1,42.0,13.0,1,1,False,True,False,False,True
1,27.0,13.8583,2,0,False,True,False,False,False
0,31.0,50.4958,1,1,True,False,False,False,True
0,28.0,9.5,1,1,True,False,True,False,True
1,4.0,11.1333,3,0,True,False,True,False,True
0,26.0,7.8958,1,1,True,False,True,False,True
1,47.0,52.5542,3,0,False,False,False,False,True
0,33.0,5.0,1,1,True,False,False,False,True
0,47.0,9.0,1,1,True,False,True,False,True
1,28.0,24.0,2,0,False,True,False,False,False
1,15.0,7.225,1,1,False,False,True,False,False
0,20.0,9.8458,1,1,True,False,True,False,True
0,19.0,7.8958,1,1,True,False,True,False,True
0,28.0,7.8958,1,1,True,False,True,False,True
1,56.0,83.1583,2,0,False,False,False,False,False
1,25.0,26.0,2,0,False,True,False,False,True
0,33.0,7.8958,1,1,True,False,True,False,True
0,22.0,10.5167,1,1,False,False,True,False,True
0,28.0,10.5,1,1,True,True,False,False,True
0,25.0,7.05,1,1,True,False,True,False,True
0,39.0,29.125,6,0,False,False,True,True,False
0,27.0,13.0,1,1,True,True,False,False,True
1,19.0,30.0,1,1,False,False,False,False,True
0,28.0,23.45,4,0,False,False,True,False,True
1,26.0,30.0,1,1,True,False,False,False,False
0,32.0,7.75,1,1,True,False,True,True,False
